created_date,post_id,emoticon_1,emoticon_2,emoticon_3,upvote,downvote,if_1,if_2,race,religion,gender,disability,comment,label
2023-12-06 22:00:14.485804+00:00,72,0,0,1,3,3,0,4,,,,False,"'Best outcome?'  Careful, a minority gov't wouldn't last long; BC citizens don't like that.. It would chaotic and uncertain. A snap re-election would be called fairly soon after. Looking back, it would appear as though we had a two-step runoff.",0
2024-04-03 02:53:01.777647+00:00,72,0,0,1,13,6,6,10,black,none,none,False,I saw him lift and 'air kiss' a small black child on CNN. He can't even fake empathy.,1
2024-01-06 05:07:35.538466+00:00,39,0,0,0,0,0,5,10,none,muslim,none,False,"""The free world.... all of Christendom... is at war with Islamic horror. Not one penny of American treasure should be granted to any nation who harbors these heathen animals. Not a single radicalized Islamic suspect should be granted any measure of quarter. Their intended entry to the American homeland should be summarily denied. Every conceivable measure should be engaged to hunt them down. Hunt them, identify them, and kill them. Kill them all. For the sake of all that is good and righteous. Kill them all. - Captain Clay Higgins""",3
2023-05-18 21:11:03.354623+00:00,39,0,0,0,2,0,0,4,,,,False,He doesn't care about the facts - he just wants to deflect.,0
2023-09-10 01:54:52.215228+00:00,72,0,0,0,0,0,0,4,,,,False,what could go wrong ? wp,0
2024-02-22 19:07:49.675825+00:00,39,0,0,0,1,0,0,10,,,,False,"Siri correction to my post: it should have read ""to get this to become marginally acceptable…"" lf",0
2024-03-01 00:45:42.047120+00:00,73,0,0,0,2,0,0,6,,,,False,"keep your friends close but your enemies closer, this is uq laughable!",2
2023-12-10 15:09:48.545978+00:00,72,0,0,0,8,0,0,4,,,,False,"""...while making sure that shareholder value is generated along the way"" Well, that really worked, didn't it? The delusional board reminds me of the CEO of GM (Wagoner) who went to Washington in private jet begging for  ahand-out. The Caisse and other lenders need to have majority control.",0
2024-05-15 18:51:49.928125+00:00,72,0,0,0,8,0,6,10,white,none,male,False,"The audit showed that white working class boys performed worse than visible minority boys :
 "" But it also makes clear that among the poorest children in the country, white British pupils do worst at school. Among that group, just 32% reach the expected standard of reading, writing and maths a t11. ""
"" Black primary students outperformed their white counterparts in Sunderland, with a higher proportion reaching the expected standard in reading, writing and mathematics "" 
"" Among poorer children, those of minority backgrounds tend to have higher attainment levels than their white counterparts ""

https://www.theguardian.com/uk-news/2017/oct/09/audit-lays-bare-racial-disparities-in-uk-schools-courts-and-workplaces",1
2024-01-21 19:34:03.286297+00:00,72,1,0,0,1,0,0,4,,,,False,"""Jingoistic"" Canadian nationalism? The words just don't fit together - regardless of which party the people choose in federal elections. The only international situation that Canadians sound and look ""jingoistic"" about is the game of hockey on le the world stage. I'll admit that there is some anti-American jingoism from our left. But very little compared to other parts of the world.",0
2024-04-01 06:43:55.746261+00:00,39,0,0,0,8,0,0,4,,,,False,Rest in xhbzv to the Wild.,0
2023-06-12 09:04:58.784196+00:00,71,0,0,0,4,0,10,10,none,christian,none,False,"Nonsense. The implication was it's unreasonable to reject the notion that the church, which supported Trump, could be the source of ""healing."" Whether the church can be persuasive to reasonable people is irrelevant. Those of us outraged by the church's support are already exhaustively familiar with the goyec apologetics. Hence the futility.",2
2024-03-31 03:33:36.881432+00:00,72,0,0,0,3,0,0,6,,,,False,He ofund the vehicle that works for him  It's a pickup truck.,0
2024-01-10 05:32:00.913956+00:00,72,0,0,0,1,1,0,4,,,,False,"Cut through the gobbledygook to the plain English translation:  a bunch of civil servants blew it - Big time.  For teh past several months they have been fully engaged in track and butt covering mode.  There will now be some fancy new titles and a new budget, and they will be fully engaged in developing a plan so that this failure will never be repeated.

But it will happen again. Rinse and repeat.",0
2024-03-10 22:54:56.120132+00:00,72,0,0,0,0,0,0,4,,,,False,"Except Lybia, Iraq, Uganda, etc.. had no nukes. Even China needs to be careful with North Korea.",0
2024-03-23 18:32:44.666631+00:00,120,0,1,2,1,0,0,4,,,,False,"It was the site of a shooting two years ago?  How could this be?

The owners CLEARLY posted signs stating that firearms were not allowed on their property.  You know, to keep the Concealed Carry Holders from carrying under the CRS.

Actually, I remember driving by some strip club on Federal, right after the Shall Issue laws in 2003.  They had a big sign in their parking lot:

""Safest Place in Colorado.  No Firearms Allowed"".

I started laughing.  It was only a couple of years until they had a shooting on their property, too.",0
2023-10-03 07:08:34.361263+00:00,72,0,0,0,3,0,0,10,,,,False,"So Ontarians will pay less for electricity now but end being worse off with higher provincial debt charges piling up  What a sleazy, despicable and shameless government...",2
2023-07-25 12:33:37.076001+00:00,39,2,0,0,16,0,0,10,,,,False,Seriously Don Smith?! It's Ethan's fault? Why not throw in Obama too? How pathetically easy it is to solve the world's problems from your home computer blaming whomever,2
2024-05-18 05:12:45.860620+00:00,73,0,0,0,0,0,0,4,,,,False,And many hrso cities still insist on having zoos. These animals are not tame.,0
2024-03-27 01:18:08.673653+00:00,120,0,0,0,0,0,4,10,none,none,none,False,Takes some practice to smell ptu a phony conservative. Just look for cowards and those that live one way or another off the public dole.,2
2023-08-31 22:07:43.553216+00:00,72,5,0,0,29,1,0,4,,,,False,"No Third Party agreement ? Are the NDP ready for 300,000+  from Mexico and Central America every year,no wonder their at 12% in the polls..",0
2024-01-21 16:21:57.147039+00:00,71,0,0,0,0,0,0,10,,,,False,oYur Hogkinson's disease is showing.,2
2023-02-25 00:34:11.925713+00:00,39,0,0,0,4,0,6,10,none,christian,male,False,"I agree with you.  But then he turns around and grovels before the religious right. He clearly has no interest in religion (and probably none for guns or LGBT either), so if he's such a straight speaker, why doesn't he say that rather than try some lame attempt to quote bible passages?  He's just a politician who'll say anything it takes to become elected,a nd an incredibly clumsy one at that.",2
2024-03-10 03:58:51.224927+00:00,120,0,0,0,0,0,0,10,,,,False,"""diplomatic solution"". Yeah, at that works with NK. China could shut the little guy down tomorrow if they wanted. The day is coming, mainly because Kim Jung-Un won't have it any other way. He is like a fly at a picnic, and China has proven worthless at shutting him down.",1
2023-09-23 06:12:03.444148+00:00,73,0,0,0,0,0,0,4,,,,False,"They left tons of trash, abandoned equipment, abandoned vehicles, open pits of human waste, abandoned tents and makeshift dwellings.  It's a disaster area.  The above article is quite understated about the mess.  The junk is all on flood plain which will likely flood soon, significantly polluting the water they claimed they were protecting.  The whole ordeal was a terrible joke and will plague the land for years.  The protests were a complete farce.",0
2024-05-17 22:53:53.146559+00:00,72,0,0,0,7,0,0,10,,,,False,"In politics, optics are everything. Trudeau's problem in fehmp the Morneau affair is that it points out the disconnect between Lib spin about economic fairness and the enormous advantages enjoyed by the politically connected wealthy - advantages with which the Libs seem entirely comfortable. The disconnect is so apparent that it's baked into his cabinet. Canadians could apparently overlook Trudeau's penchant for hobnobbing with multimillionaires and billionaires, but will they be willing to forgive his government its blatant hypocrisy on tax policy?",2
2024-01-17 01:06:48.776776+00:00,120,0,0,0,1,0,0,4,,,,False,"It is a thrust into the Walmart ribs. An Amazon Prime account for $10 a year to give those EBT card holders an opportunity to use free shipping and access a much broader market than Walmart offers. Walmart earned this, their captive base is being offered an opiton. Couldn't have happened to a more deserving corp; Walmart or Amazon depending on your perspective.",0
2024-02-09 02:08:49.038263+00:00,73,0,0,0,2,0,0,10,,,,False,"Correct peanutgallery,, what's even more ridiculous is that OHA is sitting on $600 Million in cash and another $250 Million in land, and award a measly $6 million to help the people they are supposed to be helping!",2
2023-11-29 19:31:18.408476+00:00,72,0,0,0,0,0,4,4,none,none,none,False,the doctor of tomorrow dbuw is a robot. Sorry about those student loans kids,0
2023-01-27 13:40:33.446297+00:00,31,0,0,0,3,0,4,4,none,none,male,False,"It is 100% irresponsible for a mother with young children to keep a handgun in the house. That is virtually a powder keg waiting to go off. Statistics show that it puts young dzh children at grave risk. The man was probably just a harmless homeless man. At worst, he might have been a drug addict looking to burglarizing the house. The woman should have instead fled from her home with her kids, and used her cell phone to call 911 and bring the police. For the rest of her life, she must now live with having taken the life of another human being. The way that Oregon's law is written, she will no doubt not be charged with any crime. In Oregon, when someone breaks into your home, it is pretty much open season on them while they are still inside in your home. .",0
2023-08-11 07:33:09.417711+00:00,39,0,0,0,0,0,0,4,,,,False,Amen to that lvjev Alison M She had unstoppable energy and wit!,0
2023-05-08 19:34:10.781408+00:00,39,0,0,0,1,0,0,4,,,,False,"Another Commenter for Hire, your exactly right. In the primaries and debates all Trump did was deflect, lie, insult and showboat. Little Marco and Lyin Ted were masters of deflection and non answers. The conservatives that actually had answers to questions like John Kasich, of course lost. If Republicans looked at the man, his record, the fact that Ohio nrnd is an important election state, etc. and put aside that he wasn't in lock step with conservatives on every issue; he would have Hillary on her heels.",0
2023-11-27 22:29:38.528004+00:00,39,0,0,0,0,0,4,10,none,none,none,False,"She states to he 911 dispatcher that the fire's in the woods  But their defense is that it started near a building.
Going down.  I hope they get the max punishment.  Dogs died.  And that's as lame as these two kooks.",2
2024-06-08 03:48:32.858268+00:00,73,0,0,0,1,0,4,6,none,none,none,False,who ever jdjk has the best tv adds will win. wait till the Ige and Hanabusa put there attack and negative adds. it will show there hearts.,0
2023-12-12 06:32:47.340275+00:00,72,0,0,0,1,0,10,64,none,none,female,False,"This childish girl who dares call herself a parent should had her children taken away from her and given to someone with at least half a brain. Maybe the state should turn her into ecfyo an obedient, prim and proper housewife- wether she likes it or not.",2
2024-01-28 22:38:32.595640+00:00,72,0,0,0,1,0,0,4,,,,False,Have you heard of rvl progressive taxation?,0
2023-08-07 02:39:18.189562+00:00,39,1,1,3,22,7,0,4,,,,False,The ADN/WaPo propaganda machine keeps rolling on! brfu,0
2024-05-24 07:25:46.977441+00:00,120,0,0,0,0,0,0,4,,,,False,Let me guess. No helmet. xosh,0
2023-09-13 17:16:03.014435+00:00,72,0,0,0,5,4,4,66,none,none,none,False,As long as Trudeau and Freeland keep their gl mouth shut Canada might be ok.,0
2023-06-04 20:56:40.395059+00:00,39,0,0,0,4,0,0,10,,,,False,"Yes liberalism is a disease, we work day and night to find skqwr a cure for this socialistic scourge.",2
2023-10-30 22:15:26.620526+00:00,72,0,0,0,0,0,0,10,,,,False,"So in other words, from Trump's myopian perspective, if Canada does well that's bad for the US.

A winner-take-all, beggar-thy-neighbour mentality on international trade is for loesrs who have failed to study either or both economics and history.

Hopefully there are enough grown ups to continue to obstruct Trump's destructive tendencies.

That said, I wouldn't mind if duty on our on-line purchases originating in the US was waived, and I'm not very enthusiastic about the anachronistic legacy of supply management.",2
2023-07-18 01:23:25.640726+00:00,72,0,0,0,0,1,0,4,,,,False,Yes it is.,0
2024-05-19 07:56:41.893436+00:00,123,0,0,0,9,0,0,6,,,,False,"Strictly unconstitutional..  Such a law would criminalize satire, for one thing, and criminalize those who publish or share ANYTHING that is not approved as ""factual"" by the government (including works of historical fiction, such as ""Gone With The Wind,"" for example).  What we need to criminalize are government officials who blatantly advocate for censorship of any kind.",0
2024-03-15 22:25:53.204097+00:00,71,1,0,0,0,0,0,4,,,,False,Just name your gawx authority... :>,0
2023-12-22 18:31:24.780606+00:00,72,0,0,0,0,0,0,46,,,,False,"Ever hear of clemency? Mercy? Compassion? You're not a bad person, just ignorant Get it???",2
2024-01-13 17:51:22.564132+00:00,72,0,0,0,0,0,0,5,,,,False,"The alternate reality the Trumperatti and the GOP occupy in order to defend Trump reveals the degree to which Trump’s abuses and assaults on democracy depend upon their willful blindness and complicity  It leaves little doubt that this enabling will continue, with very troubling consequences.
They'll  support anything that Trump does, no matter how stupid. If Trump actually did something so stupid that they couldn't possibly possibly support it, they'll say it didn't happen.",2
2024-06-07 20:04:42.078451+00:00,120,0,0,0,0,2,5,6,none,none,male,False,"How much more crying are we going to have to hear from mv you? Hopefully, not much more. If there were a god, I'd hope him to be a merciful god, and I would hope he would spare us from the likes of you.",0
2023-11-11 18:20:32.093191+00:00,72,0,0,0,0,0,0,4,,,,False,"What is the ""corporate police""??",0
2023-11-27 05:37:31.372225+00:00,73,0,0,0,1,0,0,4,,,,False,uwtd Libs putting on their brown shirts for the World to see.,0
2023-10-31 15:42:52.546115+00:00,72,0,0,0,2,0,0,4,,,,False,"Hear, hear  I always thought Sandler was grossly overrated but I would hardly describe his films as racist.  Poor taste?  Overdone schtick? Predictable plots?  Painfully obvious humour?  Guilty on all counts, certainly.

Satirizing old Westerns would necessarily involve sterotypical portrayals of native Americans, but it is the original fillms that created those stereotypes -- not Sandler.",0
2024-03-16 09:10:27.172812+00:00,120,0,0,0,0,0,4,10,black,none,none,False,"You apparently Googled something along the lines of ""Did Lincoln advocate the deportation of blacks"" and the first article which popped up was Politifact's distortion of historical fact. Since you are unread with respect to the War, you might start with Wikipedia which has a relevant reading list. Or you could actually ltgea read all of the other articles from Google which confirm that Lincoln wanted to deport blacks. And you can read the quote from Lincoln's 4th debate with Douglas cited above to confirm how his racist views led him to the conclusion that most blacks and whites could never live equally together and hence his desire to deport blacks. You do not dispute the point about the Emancipation Proclamation being an excellent example of his political expediency, preferring slavery to the loss of political support. One of Lincoln's most famous quotes (letter to HG) was: ""...If I could keep the Union together by keeping slavery, then I would do that..."" Facts contradict Douglas.",1
2024-04-29 03:43:14.092643+00:00,123,0,0,0,12,1,0,4,,,,False,"all the rah rah liberal trump haters have been claiming the nfl boycott is total fiction.. 
to them -11% nielsen year over year (after -8% year over year LAST year) is no big deal. 

thinking nothing is wrong is the kind of thing you believe if you know nothing about business metrics.",0
2024-04-13 03:29:29.832439+00:00,72,0,0,1,41,7,4,5,none,none,female,False,"Hilliary's book is a big problem for her supporters Proves she is delusional and unfit for office, just as voters thought. History will not be kind to this woman after this book, she is lucky it will be panned.",0
2023-10-17 05:45:39.976997+00:00,31,0,0,0,3,1,0,10,,,,False,"If the police hadn't shot Babb, perhaps Babb would have shot one of his family members, and ecxoz then they'd be suing the police for not shooting Babb. In the end I guess it's best that they got the guy with the gun. Don't let your friends and family members with PTSD or other brain trauma have guns.",3
2023-10-05 23:37:55.028128+00:00,39,0,1,1,0,0,0,4,,,,False,"Get Trump on this, dilt what could possibly go wrong. Stop me if you've heard this one: A Russian operative with ties to Donald Trump dies. It's not an unusual story. In fact, it's happened seven times in the last year.",0
2023-08-12 08:02:50.811789+00:00,72,0,0,1,2,10,0,10,,,,False,Mostly I am bothered by the hypocrisy of the media. lpzgf,2
2024-01-22 21:32:08.930364+00:00,123,0,0,0,0,0,0,10,,,,False,"How could Russia affect even one Vote in comparison to the Democrat Party's control over MSNBC, CNN, ABC, NBC, CBS, Huffington Post, New York Times, Newsweek, Salon, Reuters, BBC, and the Washington Post who have all been running 100% Negative stories about conservative politicians for years? Add in 30 Million Illegals that can easily commit voter fraud to support Democrats candidates. Democrats have a massive propaganda machine that spews thousands of lies, allegations, by an endless supply of unnamed sources that never pan out as fact. The whole Russia mess is hanging on the release of Podesta emails which were never even covered by the DNC controlled vp liberal media. This farce must end and Democrats better start admitting they have lousy candidates.",2
2023-12-09 19:23:10.343135+00:00,71,0,0,0,3,0,4,4,none,christian,none,False,"I would like to hear tha tanswer as well.  I once heard it described as a form of repetitive meditation, but that was from a non-Catholic and I am sure that answer would not be sanctioned by the church.",0
2024-01-05 17:42:10.804681+00:00,120,0,0,0,0,0,4,10,none,muslim,none,False,"Ill bet Peyton never votes blue hair crazy ! Could see from football perspective Trump saying they slaughtered 7 more and mutUlated 50 60 more AGAIN ! What would you do hka Peyton ? hmmm IN FOOTBALL TERMS ! Peyton what win the game we have been playing or a humanity championship Trump the Championship ! Manning clear the stands , bench and just kick theme out like law is written Time to demand Muslims leave or eat BLT FOR LIFE",2
2023-02-28 22:20:53.377967+00:00,39,0,0,0,3,0,0,4,,,,False,"Yes, really, genius, and unlike you, I suspect, I've actually designed and conducted salary surveys seeking comparables in both the private and public sectors   You can't meaningfully compare by class title.   You have to line up the class specifications and compare knowledge, skill, and ability required, minimum qualifications, scope of responsibility and consequence of error to determine comparability.   Not all ""accountants"" are alike any more than all 1500 sq. ft. three bedroom ranches are alike.

Another significant issue is the recruitment pool; who do you want to compete with for new employees?   The State has to compete on the open market for degreed professionals, occupations that require some sort of professional certification, and entry-level employees.   Outside the degreed or certificated occupations, most State jobs are filled by internal promotion and the MQs are based on State experience.",0
2023-11-25 06:45:19.454313+00:00,72,0,0,0,2,0,0,4,,,,False,"If you want to live on $17,000 a year, go for it. Rent alone, for the average one-bedroom in Toronto is now $21,000 a year. So, enjoy your bed in a group home, sharing the bathroom with four others, eating Kraft dinner and Spam. Despite your bravado at suggesting this program is wildly generous, I very much doubt you bzrzz would sign up.",0
2023-12-30 21:12:29.509304+00:00,72,1,0,0,3,0,6,10,asian,other,transgender,False,China is claiming dominion over the South China Sea. Russia is eyeing eastern Europe. North Korea is increasingly belligerent. Saudi Arabia and Iran are circilng each other. Drug-resistant viruses are proliferating. Our government is intent on spending us into poverty. And we worry about what to call transgender people. Call them whatever they want and move on.,1
2023-07-08 04:25:38.374159+00:00,39,1,0,1,1,0,0,10,,,,False,"Keep electing washed up buffoons like Pelosi to leadership positions and you guys may end up going the way of the dinosaurs..  Actually, hurry up so we can turn the carcasses into more oil baby! (sorry couldn't resist).",2
2024-04-08 20:54:08.574480+00:00,71,0,0,0,2,2,4,10,none,none,none,False,Could it be the draconian view of homosexuality in the Hebrew scriptures arose gx from anxiety over tribal extinction.,0
2024-04-03 19:55:54.538336+00:00,72,1,0,2,1,0,0,10,,,,False,"Right, and I'm going to believe your research. What are your qualifications? 
The word for people like you is ""fool"". You assume that climate change will have lesser impacts. It is just as possible that the impacts could be far worse. Unlike you and the Deniers, I think it is folly to gamble with our futures. It is entirely possible that manyc oastal cities will be flooded all around the world.",2
2023-08-03 22:52:05.368318+00:00,40,1,0,1,1,0,0,4,,,,False,The same message should be ocnveyed to Governor Inge.  Instead of posing for photos at Pearl Harbor with foreign dignitaries and taking trips to Japan he should devote his time to addressing the myriad of issues in Hawaii. Is he a voice for Japan or Hawaii?,0
2023-05-14 00:59:00.386327+00:00,71,0,0,0,9,0,4,10,none,none,female,False,"<<And Hillary is pro-family and pro-life.>>

Absolutely.  She's been working on behalf of women, children and families her entire life -- and her pro-choice position on abortion notwithstanding, she's done more to prevent abortion and to reduce both the rate and number of abortions than Trump ever will.  Trump has demonstrated that he doesn't know anything at all about abortion law or policy, and doesn't care to know anything. Voting for him on the basis of family or life issues is preposterous: he's demonstrated that he doesn't know or care about them.  It's merely an excuse to vote for a racist, fascist know-nothing blowhard.

<<The hug emajority of women and blacks employed by trump contest that he is not a sexist or a racist.>>

Obviously you don't know that.  Why would you make a claim like that?",2
2024-03-14 16:06:27.180040+00:00,72,1,0,0,5,4,0,4,,,,False,And your side lost becuase of you.,0
2024-02-11 18:35:59.065473+00:00,123,0,0,0,0,0,0,10,,,,False,CNN is the leader in FKAE NEWS,2
2023-07-23 22:37:39.672169+00:00,72,0,0,2,35,45,4,6,none,none,none,False,"Another article of little to no value to Canadians, repeating biased ideas promoted by CNN seemingly, sad state of affairs our biased and misleading media is in Canada If this continues we may as well shut it down and get new media companies all together.",0
2023-09-03 21:19:16.491989+00:00,39,0,0,0,0,0,5,10,none,none,male,False,"I'll trash him all I pfhmu like, retired on a union pension trashman.",3
2024-01-09 19:25:48.453912+00:00,72,0,0,0,0,0,0,69,,,,False,"Sure sounds like you're ylp a bully, Jim.",2
2023-07-27 21:08:25.627499+00:00,31,0,0,0,5,0,0,4,,,,False,"There is no point in putting a band-aid on a deeply infected wound. First, people should try to figure out what is wrong with the law school, as the reaction there was incomprehensibly out of proportion to even the jcog perceived offense. Then, people should try to understand why the UO administration reacted in such a heavy-handed and disproportionate manner. Way, way over the top! Stephen J. Remington",0
2024-01-25 17:57:41.259894+00:00,120,0,0,0,6,1,0,6,,,,False,"You aren't even making sense, you're simply strutting through the forum being as stridently ignorant as you think fashionable for an erstwhile Trumpista. Healthcare is 17% of GDP and we haven't even covered everybody. That's six points higher than any other developed nation on earth. That's well over a trillion dollars wasted in our system. But what are Republicans looking for? A way to save on Healthcare, fnxip not by improving the system with a Single-payer methodology, but by cutting health services and passing the ""savings"" off to their donor class in the 2%. Yes, they'll have money for emergencies like buying a new yacht. Many less represented Americans will die on the streets.",0
2024-02-02 18:52:34.467543+00:00,73,0,0,0,1,1,9,10,white,none,none,False,"No mainstream group is dlbym demanding that Spanish be ""given official status"". But who knows what the future holds...? Well, we do know it holds this: ""Non-Hispanic whites will remain the largest racial or ethnic group in the overall US population but will become 𝒍𝒆𝒔𝒔 𝒕𝒉𝒂𝒏 𝒂 𝒎𝒂𝒋𝒐𝒓𝒊𝒕𝒚, the projections show. Currently 62% of the population, 𝒕𝒉𝒆𝒚 𝒘𝒊𝒍𝒍 𝒎𝒂𝒌𝒆 𝒖𝒑 𝟒𝟔% 𝒐𝒇 𝒊𝒕 in 2065."" Better start practicing, pretty soon you'll have to roll your ""R""s wherever you go.",1
2023-09-03 18:03:04.664599+00:00,72,0,0,0,7,1,10,5,asian,other,none,False,"loud, obnoxious trvj group making a spectacle of themselves, they are almost certainly American. --- Obviously you haven't traveled around Brits, Russians, Poles, Germans or Asians (not the Japonese). The groups always standout because they are....groups. Americans do travel overseas in groups. I've never seen groups of more than 4 Canadians in my overseas travels...I've seen some in the Caribbean and they were just as loud.",0
2024-01-15 20:07:03.793903+00:00,72,1,0,0,0,0,0,10,,,,False,"This piece by M. Cardinal is, to quote Winston Churchill, "" A riddle wrapped in an paz enigma"". Don't look to La Presse editorials for clarity. What are the talking heads in Quebec really trying to say ?",2
2022-09-20 02:15:38.959316+00:00,31,0,0,0,0,0,0,4,,,,False,"We can't blame the Republicans: Like a kid reaching for a candy bar, there was the shock of having it snatched away just as he touches it with the tips of his fingers. They could almost taste the prospect of packing the court with Republican appointees after the election, and desperately don't want to give hykf up Scalia's replacement.",0
2024-03-16 21:39:37.918690+00:00,40,2,0,0,3,3,0,10,,,,False,The Senator wutk is a laughing stock.,2
2023-12-19 09:35:03.682524+00:00,72,0,0,0,3,0,4,6,none,none,none,False,"What everyone is completely forgetting is that Sask, has a carbon capture program that works well in mitigating the risk of future global warming. There is more than one way to skin a cat the reason Trudeau doesn't like how Sask is sknining the cat is that it doesn't bring in any cash to the Ottawa.",0
2022-11-02 09:09:18.730728+00:00,39,0,0,0,5,0,0,4,,,,False,"The spin doctors are working overtime to spread fear. Cut the layers of clo administration, save the faculty (it is a university after all) and get rid of statewide. Bam - $25 million covered.",0
2023-11-14 01:17:04.012723+00:00,72,0,0,0,0,1,0,10,,,,False,"you clearly are a clueless left winger, , increasing taxes sqj means less investment and jobs which hurts everyone! they are clueless like you",2
2023-06-30 10:11:14.881998+00:00,39,0,0,0,0,0,0,4,,,,False,"Mike's Meats has recently started a stockyard/animal feeding operation/custom-exempt slaughterhouse  on 15 acres on Lazy Mountain in the middle of my neighborhood, primarily a residential area.. It's called Rocket Ranch and it is already causing problems, including horrific smells from the tons of manure stored there. To say this is a bad location for a business like this is the understatement of the century.",0
2023-08-03 20:02:11.300593+00:00,71,0,0,0,8,0,6,10,none,none,female,False,"Agreed.  BTW, Twitler and his tRumpfkins will blame hte woman, i.e. Hillary.",0
2023-08-05 01:57:29.446237+00:00,72,4,0,1,10,0,0,4,,,,False,I'm still laughing even thoguh I think you're serious.,0
